Sentiment,SourceID,Tweet
FALSE,6.57E+17,10 'back to the future' predictions that came true URL URL
TRUE,6.74E+17,1.15 million americans have been killed by guns since john lennon's death URL
non-rumor,7.67E+17,"a boy dies after being bitten by a dog in essex, with a woman arrested for allowing a dog to be out of control URL"
TRUE,6.17E+17,a crow tries to fight an eagle—gets a free ride instead: URL
non-rumor,6.94E+17,keeping vanessa hudgens in our thoughts. her dad greg died last night from cancer: URL URL
TRUE,6.15E+17,white house set aglow with rainbow pride URL | ap photo URL
non-rumor,6.94E+17,kate winslet congratulating leonardo dicaprio after his #sagawards win is everything 💕 URL URL
TRUE,5.25E+17,the gunman in ottawa has been shot and killed. i'm at a loss for words this morning. that isn't my canada.
TRUE,6.41E+17,"judy carne, ""laugh-in’s"" ""sock it to me"" girl, dies at 76 URL URL"
non-rumor,6.93E+17,it's gregg popovich's 67th birthday and there's one thing we know he's not doing tonight. URL
TRUE,6.15E+17,the white house bathed in rainbow #scotusgaymarriage URL
non-rumor,6.93E+17,nfl: diagnosed concussions rose by nearly 32 percent this season. URL URL
non-rumor,6.93E+17,"watch zayn malik's surreal ""pillowtalk"" video, featuring gigi hadad URL URL"
TRUE,5.25E+17,this is the soldier who died today at the #ottawa war memorial. his name is cpl. nathan cirillo. #rip #ottawastrong URL
unverified,7.55E+17,ohio police officer hospitalized after eating shards of glass in sandwich from columbus restaurant blackliesmatter URL
non-rumor,6.93E+17,.@potus reflects on the importance of taking his daughters to visit the @holocaustmuseum. #holocaustremembranceday URL
unverified,7.08E+17,developing: president obama will be attending sxsw festival instead of nancy reagan's funeral. URL
TRUE,6.15E+17,see the white house light up as a rainbow to celebrate gay marriage URL URL
unverified,7.66E+17,"remember when trump said ""laziness is a trait in blacks."" URL URL"
non-rumor,6.88E+17,harry potter fans are posting incredibly moving tributes to severus snape and alan rickman: URL URL
TRUE,5.45E+17,police confirm that #sydneysiege is finally over. two people reportedly injured after suffering gunshot wounds URL
unverified,7.49E+17,obama cuts military pay 4third year in a row #isis 2nd terrorist attack in a week #wakeupamerica r u ok w this? #2a URL
TRUE,5.44E+17,#breaking reports two customers and an employee have escaped the #sydneysiege URL
non-rumor,6.89E+17,"us imposes sanctions on iranian companies and individuals over missile programme, after lifting of nuclear sanctions URL"
TRUE,6.15E+17,white house set aglow with rainbow pride URL | ap photo URL
non-rumor,6.94E+17,"ooh, baby! icymi: dickie v loved this reverse dunk by freshman phenom ben simmons. URL"
non-rumor,7.68E+17,.@realdonaldtrump slams @hillaryclinton: “the job of an elected official is to serve the citizens of the u.s.” URL
TRUE,5.25E+17,soldier shot at national war memorial in ottawa URL #cdnpoli #hw
non-rumor,6.66E+17,eiffel tower displays colors of france's flag to pay tribute to victims of #parisattacks: URL URL
non-rumor,6.93E+17,"tyronn lue, the east all-star coach, has coached 3 games. his west counterpart, gregg popovich? 1,538 games. URL"
non-rumor,6.89E+17,"when americans are freed and reunited with their families, that’s something we can all celebrate. —@potus URL"
non-rumor,6.76E+17,war has come again in the #the100 season 3 trailer URL @cwthe100 @miselizajane @wildpipm URL
non-rumor,6.94E+17,"michael oher got a text from cam newton during the offseason. now, they prepare for #sb50: URL URL"
unverified,6.50E+17,this woman mistook builders’ foam for hair mousse URL URL
unverified,7.07E+17,president obama to skip nancy reagan’s funeral in order to attend south by southwest: URL URL
unverified,7.16E+17,bernie sanders has won the nevada caucus #nvcaucus URL
TRUE,5.25E+17,"#isis media account posts picture claiming to be michael zehaf-bibeau, dead #ottawashooting suspect. #canada URL"
unverified,7.45E+17,causes of death in usa in 2016 (through june 15) URL
non-rumor,6.90E+17,"president putin ""probably"" approved ex-russian spy alexander litvinenko's assassination in 2006, inquiry finds URL"
non-rumor,7.68E+17,#donaldtrump's son spoke about his father's decision to visit flood-damaged louisiana while pres. obama played golf. URL
TRUE,6.15E+17,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL
unverified,6.54E+17,"beat the 5p bag charge by #winning 1 of 5 cute lambrini shopping bags - rt & follow to enter! 18+, t&cs apply URL"
TRUE,5.53E+17,eleven dead in shooting at paris offices of satirical magazine charlie hebdo – live updates URL
TRUE,6.15E+17,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL
unverified,7.02E+17,new analysis from @wcvi: sanders won the latino vote in nevada. URL
non-rumor,6.94E+17,"anne frank's stepsister says trump ""is acting like another hitler"": URL URL"
TRUE,6.50E+17,"breaking news: pope francis’ encounter with kim davis wasn’t an endorsement of her views, the vatican says. URL"
unverified,7.63E+17,hillary surroagte bob beckel calls for assassination of julian assange URL
non-rumor,6.88E+17,iran announces that washington post reporter jason rezaian and three iranian americans have been freed from prison URL
TRUE,5.25E+17,"#rcmp to hold news conference on #ottawa shootings at 2 pm et, 11 am pt. watch live coverage @ URL"
unverified,7.12E+17,keith richards 'once pulled a knife on donald trump' says rolling stones' ex-event promoter URL URL
TRUE,5.44E+17,"local media: 3 people appear to escape from martin place, sydney, café, amid hostage situation - @abcnews URL"
non-rumor,7.66E+17,"oil tanker hijacked off malaysian port of kuantan and taken into indonesian waters, malaysian maritime officials say URL"
non-rumor,6.91E+17,'plane wreckage' found in thailand prompts speculation it might belong to malaysian airlines flight mh370 - reuters URL
unverified,7.05E+17,"tons of people searching ""how to move to canada"" following trump, clinton wins URL URL"
unverified,7.56E+17,ohio police officer served sandwich containing shards of glass – officer has been hospitalized - #rncincle URL
unverified,7.43E+17,gay muslim democrat terrorist threatened to kill his classmates. when he was 10. but nra or something. URL
TRUE,6.15E+17,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL"
TRUE,6.15E+17,the white house goes rainbow to celebrate supreme court marriage ruling URL URL
TRUE,5.44E+17,"#breaking hostages held inside sydney cafe, islamic flag held up"
non-rumor,6.65E+17,breaking: five explosions heard near bataclan concert hall in paris: reuters witness URL
unverified,7.33E+17,here's an interesting look at $tgt target's stock price since it implemented it's transgender bathroom policy... URL
non-rumor,6.93E+17,audio recordings reveal cpr started 11 minutes after staff found gynnya mcmillen URL URL
TRUE,6.51E+17,pope francis expected to fire the archbishop who tricked him into meeting kim davis URL
unverified,7.28E+17,surprise! => @target stock drops since #transgender bathroom policy URL URL
TRUE,6.67E+17,anne frank was a refugee denied entrance to the united states URL #syrianrefugees URL
TRUE,5.25E+17,only photo i will tweet. cpr being performed on the soldier now. i heard four shots. #ottawa URL
TRUE,6.69E+17,that superman poster is legit: URL URL
non-rumor,6.93E+17,"tim allen compares clintons to herpes: 'just when you think gone, they show up again'... URL"
unverified,7.78E+17,will ny ag investigate clinton campaign credit card fraud re elderly donors? URL URL
unverified,7.15E+17,open letter to trump voters from his top strategist-turned-defector - amazing first person account URL via @xojanedotcom
non-rumor,6.90E+17,"“seven years ago, auto sales hit a 27 year-low. last year, they hit an all-time high.” —@potus #madeinamerica URL"
unverified,7.29E+17,the retail giant has taken huge hits as consumers react to their misguided bathroom policy. URL URL
TRUE,5.25E+17,breaking news: soldier shot at national war memorial in ottawa URL
TRUE,6.28E+17,whole foods tests the limits of yuppie diet fads with new $6 asparagus water - URL URL
non-rumor,6.90E+17,"7 years ago today, @potus was sworn into office. here's a look at how far we've come since. URL"
non-rumor,7.67E+17,it’s a three-peat! team usa routs serbia 96-66 to win its third-straight and 15th basketball gold medal. URL
non-rumor,7.67E+17,wow. anthony johnson's knockout win is the 3rd-quickest finish in @ufc light heavyweight history (0:13). #ufc202 URL
non-rumor,6.90E+17,.@potus ✓ spinach ✓ some adorable kids ✓ and an #mlkday service project. watch: URL URL
non-rumor,6.92E+17,check out new steps we're taking to expand access to meals for the kids who need it most: URL URL
TRUE,5.53E+17,"france: 10 people dead after shooting at hq of satirical weekly newspaper #charliehebdo, according to witnesses URL"
TRUE,5.53E+17,paris manhunt: 3 #charliehebdo attackers with ak-47 rifles & reportedly rocket-propelled grenade still at large URL
unverified,7.16E+17,"hearing that bernie sanders flipped clark county in nevada at state convention, may have won the entire state #feelthebern"
unverified,7.07E+17,obama skipping nancy reagan's funeral to attend sxsw URL URL
unverified,7.81E+17,chelsea clinton implies here that marijuana can kill you. uhh URL
TRUE,5.53E+17,french police: said kouachi and cherif kouachi wanted in paris terror attack: URL URL
TRUE,5.44E+17,#breaking: hostages are being held and a siege is taking place at sydney's lindt chocolat cafe in martin place.
non-rumor,7.68E+17,".@stephenfhayes: ""this is about hrc having made repeated representations that have turned out to be false."" URL"
non-rumor,6.93E+17,"in asu's curtain of distraction, michael phelps brought out his gold medals and speedo to do the trick. it worked. URL"
TRUE,5.44E+17,hostages in sydney cafe made to hold up islamic flags URL
TRUE,6.15E+17,the white house is lit like a rainbow tonight in honor of the #scotusmarriage ruling. URL
TRUE,5.80E+17,"#germanwings ""sorry to confirm"" 144 passengers & 6 crew on board flight #4u9525 when it crashed in french alps URL"
unverified,7.24E+17,purple reign! landmarks light up for prince after his sudden death 💜 #princerip URL
TRUE,5.54E+17,#charliehebdo killers shot dead by police
unverified,6.40E+17,the insane reason why chinese drivers intentionally kill pedestrians they hit — via @slate URL URL
non-rumor,6.89E+17,we have now cut off every single path that iran could have used to build a bomb. —@potus #irandeal URL
unverified,7.79E+17,hillary overcharges poorest campaign donors @lindasuhler @realdrgina @girlsfortrump @cinderella2b @kamvtv #us #usa🇺🇸 URL
TRUE,5.44E+17,first photos: hostage pressed against a window. #sydneysiege URL
non-rumor,6.88E+17,study: minimum wage increases haven't hurt the restaurant industry. URL
unverified,7.43E+17,people blame the massacre in orlando on the nra. newsflash: the orlando shooter wasn't a nra member... but he was a registered democrat.
unverified,6.53E+17,study finds over a third of vegetarians eat meat...when drunk! URL URL
TRUE,6.29E+17,whole foods' selling asparagus water is a sign the end times are near URL URL
non-rumor,6.92E+17,#teenwolf starts in 5 minutes! rt if you're watching + tweeting + crying + screaming with @mtvteenwolf & me! URL
unverified,7.28E+17,caitlyn jenner will pose nude on the sports illustrated cover. her balls will be censored by a sad michael jordan face.
TRUE,5.25E+17,"the university of ottawa, just a five minute walk from the hill, is now on lockdown."
TRUE,5.53E+17,breaking charlie hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for URL URL
unverified,7.28E+17,evidence destroyed? campaign made payments to hard drive and document destruction company URL #makeamericagreatagain
TRUE,5.44E+17,statement from prime minister tony abbott on sydney hostage situation. URL
TRUE,6.14E+17,theres' a double rainbow over the white house URL
TRUE,6.16E+17,"if they can light up the white house like a rainbow, it sure as hell better be red, white & blue for independence day."
non-rumor,6.90E+17,.@arianagrande just created a unisex fragrance named after her brother: URL URL
unverified,7.25E+17,twenty-five stories proving target’s pro-trans bathroom policy is dangerous URL
unverified,7.15E+17,"top trump strategist resigns, writes revealing open letter: URL"
non-rumor,6.57E+17,i’m celebrating #backtothefuture day by bemoaning the lack of hoverboards while ignoring the fact that my phone contains all human knowledge
non-rumor,6.92E+17,waiting for the new episode of #teenwolf like... URL
unverified,7.66E+17,"trump: dems ""failed and betrayed the africanamerican community” trump: “laziness is a trait in blacks, it really is"" URL"
TRUE,6.15E+17,bro there's either a black president in a rainbow whitehouse or i'm having the best trip ever
TRUE,6.15E+17,wow! what a way to end this historic day! URL #lovewins #loveislove #equalityforall #lgbt URL
TRUE,6.15E+17,white house shines rainbow-colored lights in honor of #scotus gay marriage decision #lovewins URL URL
TRUE,5.45E+17,"police seem relaxed, suggesting all hostages are out and gunman no longer a threat URL #sydneysiege"
unverified,7.07E+17,"‘president petty strikes again’: obama will reportedly skip nancy reagan’s funeral,,, ✅ URL URL"
non-rumor,6.44E+17,alert: tsunami advisory issued for southern california from 3-7 a.m. local time. stay away from ocean and shoreline. #cawx #tsunami
TRUE,5.54E+17,"breaking: two hostage situations in france are linked, paris prosecutor says"
unverified,7.15E+17,"just in: donald trump to @msnbc: ""there has to be some form of punishment"" for women who have an abortion."
non-rumor,6.94E+17,unstoppable! novak djokovic is now a perfect 6-for-6 in australian open finals after his win over andy murray. URL
unverified,7.15E+17,"donald trump goes full anti-woman: ""punishment"" for women who abort URL URL"
non-rumor,7.64E+17,".@theweeknd donates $250,000 to black lives matter URL via @cnnent URL"
TRUE,6.15E+17,"there's a rainbow over the white house right now, just the same as when dublin had one the day ireland legalized URL"
non-rumor,6.93E+17,"meet quasimodo, the dog with the short spine URL URL"
TRUE,5.54E+17,"map shows industrial estate where 2 #charliehebdo suspects are holed up, surrounded by police URL URL"
unverified,7.52E+17,"should say ""labor unions aligned with @hillaryclinton"" stopped dems from saying no tpp-they don't speak for nurses URL"
unverified,7.12E+17,"keith richards 'once pulled a knife on donald trump', claims rolling stones' former promoter URL URL"
unverified,7.07E+17,"bachmann: obama ""classless"" for missing nancy reagan’s funeral URL URL"
non-rumor,6.93E+17,uk heterosexual couple who want to enter civil partnership rather than marry lose challenge at london's high court URL
unverified,7.44E+17,one of the men who wanted to copy the #orlando shooter was stopped in l.a. he was a liberal democrat and #berniebro. URL
TRUE,5.25E+17,senior u.s. official: canadian government has informed u.s. that one shooter is dead in ottawa. live blog: URL
unverified,7.79E+17,"black men may have cause to run from police, massachusetts high court says URL"
unverified,7.07E+17,"bachmann slams ""classless"" obama for skipping nancy reagan’s funeral URL URL"
unverified,6.51E+17,"local school art project titled ""candlelight"" URL"
unverified,6.57E+17,is your drug dealer charging you more because of the 5p bag charge? let us know! ring 101 now URL
non-rumor,6.93E+17,"breaking: canada has four recent cases of #zika, all from travelers: public health agency"
TRUE,6.24E+17,gay marriage ruling? white house in rainbow colors within hours. 4 murdered marines & a murdered sailor? 5 days to lower the flag. nice.
non-rumor,6.93E+17,let's not make the next two weeks about a 'black qb.' let's just talk about the greatness of this guy. -c. barkley URL
TRUE,6.15E+17,look: @whitehouse lights up in rainbow colors to celebrate #scotus same-sex marriage ruling URL
non-rumor,6.94E+17,meet our new fave celebrity couple: leonardo dicaprio and his vape pen URL URL
TRUE,6.15E+17,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL"
unverified,7.15E+17,"trump's top strategist, stephanie cegielski, has quit his campaign + just wrote an open letter to trump supporters: URL"
non-rumor,7.68E+17,study links clinical depression to getting dunked on URL URL
non-rumor,7.65E+17,my dad is in the air force and that inspired me to have my back up job be president —lily: URL URL
TRUE,6.19E+17,"obama 2008:""i support traditional marriage, christians vote for me"" obama 2015:""the white house is a rainbow. bring me my unicorn"" merica."
TRUE,5.53E+17,at least 11 dead in shooting at hq of #charliehebdo in #paris (police source) URL
unverified,7.64E+17,video : clueless hillary clinton calls for americans to respect and empathize with isis URL
unverified,7.42E+17,"orlando shooter, muslim, omar mateen was a registered democrat. URL"
non-rumor,7.68E+17,"of the 54 killed by young suicide bomber at wedding in turkey, 22 were under the age of 14. URL URL"
non-rumor,6.93E+17,icymi: a dog accidentally stumbled into the middle of a local half marathon ... and earned 7th place. URL
TRUE,6.67E+17,"the picture of a syrian child ""surrendering"" to a camera is real. URL URL"
TRUE,5.54E+17,#breaking : both charlie hebdo suspects killed as police storm building (police sources) URL URL
unverified,7.31E+17,a canadian teen didn't find a lost mayan city: URL URL
non-rumor,6.93E+17,iranian surveillance drone flies over u.s. aircraft carrier in persian gulf URL URL
TRUE,5.53E+17,"clarissa, 27 years old, police trainee of montrouge police in #france. victim of this morning's attack. via @_batou_ URL"
non-rumor,6.93E+17,orphanage saved by bikini car wash URL URL
non-rumor,6.94E+17,"vanessa hudgens' father, gregory hudgens, dies the night before ""grease: live"" URL URL"
unverified,7.15E+17,we must address the political marginalization and institutional racism affecting people of color. read my plan: URL
non-rumor,6.87E+17,"the guardian front page, tuesday 12 january 2016: david bowie 1947-2016 URL"
non-rumor,7.68E+17,powell: don't 'pin' this on me: ex-secretary of state rejects clinton claim he 'told her to use' email server URL
unverified,7.15E+17,"an open letter to trump voters from his top strategist: stop supporting him, he doesn't want to win URL"
unverified,7.28E+17,caitlyn jenner about to post nude for cover of sports illustrated.... 😳
TRUE,5.44E+17,"nsw police confirm 5 hostages have emerged from #sydneysiege and they are negotiating: ""it might take a bit of time"" URL"
TRUE,5.25E+17,breaking news: new york times is reporting the canadian soldier who was shot has died from their injuries. heartbreaking. #cdnpoli #ableg
unverified,7.02E+17,"the 2016 race: no, the polling doesn’t prove bernie sanders won the hispanic vote in nevada URL"
unverified,6.53E+17,5p!!! hell no!!!!!! #5pbagcharge 😵😵 URL
TRUE,5.53E+17,#charliehebdo - 11 dead including 2 police in paris shooting. photo @martinbureau1 #afp URL
unverified,7.07E+17,"obama to skip nancy reagan's funeral, as he did scalia's. this time, he'll be attending sxsw: URL"
non-rumor,6.93E+17,i almost started crying ... but i didn't want them to make me the crying face instead of jordan. --draymond green URL
TRUE,6.15E+17,the white house was lit up with rainbow lights to celebrate marriage equality: URL URL
TRUE,5.25E+17,#ripnathancirillo rt @globeandmail: soldier killed at war memorial identified as cpl. nathan cirillo #ottawashooting URL
unverified,7.66E+17,"#whiteliberalproverbs"" i'll have them n*ggers voting democratic for the next two hundred years"". lbj, founder of the modern welfare state"
non-rumor,7.68E+17,nothing to see here. just nuggets forward wilson chandler catching a 350-pound fish: URL URL
non-rumor,6.88E+17,jimmy fallon and sesame street characters photobomb families & it's seriously adorable: URL URL
TRUE,5.44E+17,"breaking news: gunmen take hostages at sydney cafe, wave islamic flag URL URL"
non-rumor,7.67E+17,"it's been 5 years since ""what makes you beautiful"" lit up our world like nobody else: URL URL"
TRUE,5.54E+17,"on israeli tv, an israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in paris. #jesuisjuif"
TRUE,5.44E+17,central sydney shut down by police amid ongoing hostage situation: URL
unverified,6.50E+17,5p bag charge fi dead #robthisengland URL
TRUE,5.44E+17,uber sydney trips from cbd will be free for riders. higher rates are still in place to encourage drivers to get into the cbd.
non-rumor,6.94E+17,what a rally for no. 1. oklahoma came back from 14 down and won 77-75 at lsu on this late jumper: URL
non-rumor,7.64E+17,"man armed with knife on swiss train starts fire - seven people hospitalised with knife wounds and burns, police say URL"
unverified,7.25E+17,"500,000 boycott target over trans bathroom policy... URL"
unverified,6.51E+17,"the best thing about the 5p plastic bag charge is that the cupboard next to my sink is now worth £672,348."
TRUE,5.53E+17,charlie hebdo shooting latest: 12 dead and gunmen still at large URL URL
unverified,7.23E+17,purple pain: landmarks across globe light up in fitting prince tributes #ripprince URL URL
TRUE,5.44E+17,a man believed to be the gunman filmed wearing a black headband inside the cafe URL URL
non-rumor,6.94E+17,"today's the day: if you don't have health insurance, make sure you #getcovered at URL now! URL"
TRUE,5.25E+17,shots fired on parliament hill after a man walked up with a gun. i'm locked in a security office on parliament hill
unverified,7.64E+17,layton police officer hospitalized after subway worker serves him meth and thc in his drink (video) URL
TRUE,6.16E+17,"woah, nature. URL URL"
TRUE,5.25E+17,recap: gunman shot dead inside parliament buildings; police believe there may be others on loose. cdn soldier shot earlier at war memorial.
non-rumor,6.87E+17,photos of the day URL URL
TRUE,5.44E+17,"hostage taker in sydney cafe demands isis flag and call with australian pm, sky news reports. URL #sydneysiege"
TRUE,5.25E+17,mps credit sergeant-at-arms for saving lives in parliament hill shootings URL URL
unverified,7.57E+17,"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL"
non-rumor,7.68E+17,"these louisiana politicians are demanding flood aid, but voted against sandy relief URL URL"
TRUE,5.53E+17,"update: 12 now confirmed dead in #charliehebdo attack in paris, @ap is reporting. story: URL (ap) URL"
non-rumor,6.94E+17,"at least 30 people killed in double blast near shia shrine of sayyida zeinab, south of damascus - syrian state media URL"
TRUE,5.44E+17,we can see people coming out a firedoor near the lindt cafe to waiting police. 2-3 people. hard to see. #sydneysiege
unverified,7.59E+17,hillary clinton is lying. clinton is not first woman nominated for president. it was victoria woodhull in 1872. to … URL
unverified,7.07E+17,"obama to skip nancy reagan’s funeral, attend entertainment festival instead URL URL"
non-rumor,6.93E+17,.@potus will make his latest push to advance equal pay for women today URL URL
TRUE,6.15E+17,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL
non-rumor,6.93E+17,"we've devoted 24 pages to #batman v #superman, interviewing @zacksnyder, @benaffleck, henry cavill, @galgadot... URL"
non-rumor,7.67E+17,"‘i can’t do this anymore,’ think 320 million americans quietly going about day URL URL"
non-rumor,6.93E+17,we hope you're as excited about thursday as this kid was about lebron's easy basket: URL
unverified,7.33E+17,target says boycott over transgender bathroom policy isn't hurting sales URL
non-rumor,6.93E+17,french police still searching for woman who may have been accompanying 28-year-old man arrested at disneyland paris URL
TRUE,6.50E+17,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL
non-rumor,6.93E+17,watch: tommy chong made a pro-bernie sanders video URL URL
non-rumor,6.94E+17,jeb bush campaign kicks off 3-state farewell tour with iowa town hall meeting URL URL
TRUE,5.44E+17,breaking: live coverage of hostage situation unfolding in sydney's martin place URL URL
unverified,7.60E+17,“after school satan clubs”? URL
unverified,7.80E+17,this network of tunnels is from the stone age however no one knows how they could've been constructed at the time URL
non-rumor,7.66E+17,"top north korean diplomat who disappeared from london embassy has defected to south korea, seoul confirms URL"
